Symbol,Company,Industry,Offer Date,Shares (millions),Offer Price,1st Day Close,Current Price,Return,T-10Days,T-90Days,T+100Days,SPY 90D Return,100 day Return
DOCN,"DigitalOcean Holdings, Inc.",Technology,2021-03-24,16.5,$47.00,$42.50,$41.63,-11.43%,2021-03-14,2020-12-30,2021-07-02,0.05932952528237714,0.2661176793715533
KVSC,Khosla Ventures Acquisition Co. III,Blank Check,2021-03-24,50.0,$10.00,$9.75,$10.07,0.70%,2021-03-14,2020-12-30,2021-07-02,0.05932952528237714,0.010256449381510416
DGNU,Dragoneer Growth Opportunities Corp. III,Blank Check,2021-03-23,40.0,$10.00,$10.00,$10.16,1.60%,2021-03-13,2020-12-29,2021-07-01,0.06084098815624596,0.0
MOVE,Movano Inc.,Health Care,2021-03-23,8.5,$5.00,$6.60,$5.24,4.80%,2021-03-13,2020-12-29,2021-07-01,0.06084098815624596,-0.2287878445247859
UPC,Universe Pharmaceuticals,Health Care,2021-03-23,5.0,$5.00,$4.75,$3.44,-31.20%,2021-03-13,2020-12-29,2021-07-01,0.06084098815624596,-0.3326315628854852
AFCG,"AFC Gamma, Inc.",Financials,2021-03-19,6.3,$19.00,$23.00,$21.04,10.74%,2021-03-09,2020-12-25,2021-06-27,0.025660341353785716,-0.0997117642305721
CNTB,Connect Biopharma Holdings Ltd.,Health Care,2021-03-19,11.3,$17.00,$18.49,$17.08,0.47%,2021-03-09,2020-12-25,2021-06-27,0.025660341353785716,0.028664180270752734
FNCH,"Finch Therapeutics Group, Inc.",Health Care,2021-03-19,7.5,$17.00,$21.32,$13.97,-17.82%,2021-03-09,2020-12-25,2021-06-27,0.025660341353785716,-0.3090994487297165
TIL,"Instil Bio, Inc.",Health Care,2021-03-19,16.0,$20.00,$26.44,$18.81,-5.95%,2021-03-09,2020-12-25,2021-06-27,0.025660341353785716,-0.2813918450748169
NAPA,"Duckhorn Portfolio, Inc.",Consumer Goods,2021-03-18,20.0,$15.00,$17.18,$18.35,22.33%,2021-03-08,2020-12-24,2021-06-26,0.03964772378113382,0.15105267574912623
GANX,"Gain Therapeutics, Inc.",Health Care,2021-03-18,3.6,$11.00,$11.20,$13.50,22.73%,2021-03-08,2020-12-24,2021-06-26,0.03964772378113382,-0.1491803051867298
RACB,Research Alliance Corp. II,Blank Check,2021-03-18,13.0,$10.00,$10.21,$11.00,10.00%,2021-03-08,2020-12-24,2021-06-26,0.03964772378113382,-0.021526444352311918
TUYA,Tuya Inc.,Technology,2021-03-18,43.6,$21.00,$25.00,$17.77,-15.38%,2021-03-08,2020-12-24,2021-06-26,0.03964772378113382,-0.04657643460212762
JWEL,Jowell Global Ltd.,Consumer Goods,2021-03-17,3.7,$7.00,$8.71,$7.55,7.86%,2021-03-07,2020-12-23,2021-06-25,0.04369238812488582,-0.25373134655199653
OLO,"Olo, Inc.",Technology,2021-03-17,18.0,$25.00,$34.75,$27.22,8.88%,2021-03-07,2020-12-23,2021-06-25,0.04369238812488582,0.06532375418024955
SNCY,"Sun Country Airlines Holdings, Inc.",Consumer Services,2021-03-17,9.1,$24.00,$36.38,$42.49,77.04%,2021-03-07,2020-12-23,2021-06-25,0.04369238812488582,0.09950519036838251
HAYW,"Hayward Holdings, Inc.",Consumer Goods,2021-03-12,40.3,$17.00,$17.00,$16.64,-2.12%,2021-03-02,2020-12-18,2021-06-20,0.05525749140136618,0.3929411944221048
JOAN,JOANN Inc.,Consumer Goods,2021-03-12,10.9,$12.00,$12.25,$11.39,-5.08%,2021-03-02,2020-12-18,2021-06-20,0.05525749140136618,0.1867975774543658
MITC,MeaTech 3D Ltd.,Technology,2021-03-12,2.4,$10.30,$10.00,$8.20,-20.39%,2021-03-02,2020-12-18,2021-06-20,0.05525749140136618,-0.27699999809265136
RXDX,Prometheus Biosciences,Health Care,2021-03-12,10.0,$19.00,$25.29,$26.40,38.95%,2021-03-02,2020-12-18,2021-06-20,0.05525749140136618,0.009489907569390834
CPNG,Coupang,Consumer Goods,2021-03-11,130.0,$35.00,$49.25,$42.62,21.77%,2021-03-01,2020-12-17,2021-06-19,0.02616954701380059,-0.1997969574129521
FHS,"First High-School Education Group Co., Ltd.",Consumer Services,2021-03-11,7.5,$10.00,$8.80,$6.29,-37.10%,2021-03-01,2020-12-17,2021-06-19,0.02616954701380059,-0.2272727223467237
RBLX,Roblox Corporation,Technology,2021-03-10,198.9,$45.00,$69.88,$71.76,59.47%,2021-02-28,2020-12-16,2021-06-18,0.031907841938844744,0.1939568828335769
VAQC,Vector Acquisition Corporation II,Blank Check,2021-03-10,45.0,$10.00,$10.00,$9.92,-0.80%,2021-02-28,2020-12-16,2021-06-18,0.031907841938844744,-0.010999965667724609
SVFB,SVF Investment Corp. 2,Blank Check,2021-03-09,20.0,$10.00,$10.33,$10.23,2.30%,2021-02-27,2020-12-15,2021-06-17,0.03352726655980641,-0.03775414774474025
SVFC,SVF Investment Corp. 3,Blank Check,2021-03-09,28.0,$10.00,$0.00,$10.20,2.00%,2021-02-27,2020-12-15,2021-06-17,0.03352726655980641,-0.026341508074504572
TWOA,two,Blank Check,2021-03-07,20.0,$10.00,$9.85,$9.93,-0.70%,2021-02-25,2020-12-13,2021-06-15,0.07892271547856076,0.01218272902657256
LHAA,Lerer Hippeau Acquisition Corp.,Blank Check,2021-03-05,20.0,$10.00,$10.02,$9.93,-0.70%,2021-02-23,2020-12-11,2021-06-13,0.061096810151433714,-0.013972089513656577
INNV,InnovAge Holding Corp.,Health Care,2021-03-04,16.7,$21.00,$24.20,$23.99,14.24%,2021-02-22,2020-12-10,2021-06-12,0.06806795666840455,-0.1219008541296067
KVSA,Khosla Ventures Acquisition Co.,Blank Check,2021-03-04,30.0,$10.00,$10.25,$10.37,3.70%,2021-02-22,2020-12-10,2021-06-12,0.06806795666840455,-0.035121917724609375
OSCR,"Oscar Health, Inc.",Health Care,2021-03-03,37.0,$39.00,$34.80,$22.81,-41.51%,2021-02-21,2020-12-09,2021-06-11,0.06771857837109113,-0.24454018701444136
ARYD,ARYA Sciences Acquisition Corp IV,Blank Check,2021-02-26,13.0,$10.00,$11.13,$10.85,8.50%,2021-02-16,2020-12-04,2021-06-06,0.06614486305783086,-0.08355797804252736
BCTX,BriaCell Therapeutics Corp.,Health Care,2021-02-24,5.9,$4.25,$0.00,$2.89,-32.00%,2021-02-14,2020-12-02,2021-06-04,0.07503942391877537,0.01680678734039779
ABGI,ABG Acquisition Corp. I,Blank Check,2021-02-17,13.1,$10.00,$10.34,$9.95,-0.50%,2021-02-07,2020-11-25,2021-05-28,0.07362995520968157,-0.037717634194148905
VRPX,"Virpax Pharmaceuticals, Inc.",Health Care,2021-02-17,1.8,$10.00,$6.53,$4.09,-59.10%,2021-02-07,2020-11-25,2021-05-28,0.07362995520968157,-0.297090351437737
DBTX,Decibel Therapeutics,Health Care,2021-02-12,7.1,$18.00,$18.03,$10.05,-44.17%,2021-02-02,2020-11-20,2021-05-23,0.06333203657872437,-0.548530225550579
LGVN,Longeveron LLC,Health Care,2021-02-12,2.7,$10.00,$7.41,$6.02,-39.80%,2021-02-02,2020-11-20,2021-05-23,0.06333203657872437,-0.1376518221228765
NEXI,NexImmune,Health Care,2021-02-12,6.5,$17.00,$25.33,$18.49,8.76%,2021-02-02,2020-11-20,2021-05-23,0.06333203657872437,-0.2570075107970767
TLIS,Talis Biomedical Corporation,Health Care,2021-02-12,13.8,$16.00,$27.80,$12.13,-24.19%,2021-02-02,2020-11-20,2021-05-23,0.06333203657872437,-0.608633078667979
UGRO,"urban-gro, Inc.",Industrials,2021-02-12,5.4,$10.00,$12.30,$7.90,-21.00%,2021-02-02,2020-11-20,2021-05-23,0.06333203657872437,-0.3357723618209287
APR,"Apria, Inc.",Health Care,2021-02-11,7.5,$20.00,$23.36,$28.25,41.25%,2021-02-01,2020-11-19,2021-05-22,0.038759884424093664,0.41309920629477287
BVS,Bioventus Inc.,Health Care,2021-02-11,8.0,$13.00,$19.21,$14.74,13.38%,2021-02-01,2020-11-19,2021-05-22,0.038759884424093664,-0.12753768726470902
BMBL,Bumble Inc.,Technology,2021-02-11,50.0,$43.00,$70.31,$57.55,33.84%,2021-02-01,2020-11-19,2021-05-22,0.038759884424093664,-0.4246906248399466
LDI,loanDepot,Financials,2021-02-11,3.9,$14.00,$22.00,$18.87,34.79%,2021-02-01,2020-11-19,2021-05-22,0.038759884424093664,-0.3518287356345601
SGFY,"Signify Health, Inc.",Health Care,2021-02-11,23.5,$24.00,$31.56,$25.89,7.88%,2021-02-01,2020-11-19,2021-05-22,0.038759884424093664,-0.16730034438038335
BPTS,Biophytis S.A.,Health Care,2021-02-10,1.2,$16.75,$16.50,$12.62,-24.66%,2021-01-31,2020-11-18,2021-05-21,0.04313328589609027,-0.2969696738503196
VLON,Vallon Pharmaceuticals,Health Care,2021-02-10,2.3,$8.00,$7.52,$4.32,-46.00%,2021-01-31,2020-11-18,2021-05-21,0.04313328589609027,-0.4973404280615371
DSP,Viant Technology Inc.,Technology,2021-02-10,10.0,$25.00,$0.00,$33.35,33.40%,2021-01-31,2020-11-18,2021-05-21,0.04313328589609027,-0.518231366659227
ADAG,Adagene Inc.,Health Care,2021-02-09,7.4,$19.00,$29.99,$13.60,-28.42%,2021-01-30,2020-11-17,2021-05-20,0.03057934824701597,-0.5785261607272271
RAAS,Cloopen Group Holding Limited,Technology,2021-02-09,20.0,$16.00,$48.00,$10.19,-36.31%,2021-01-30,2020-11-17,2021-05-20,0.03057934824701597,-0.7916666666666666
SDH,Global Internet of People,Consumer Services,2021-02-09,6.7,$4.00,$5.32,$3.15,-21.25%,2021-01-30,2020-11-17,2021-05-20,0.03057934824701597,-0.5545113140816014
BAOS,Baosheng Media Group Holdings,Consumer Services,2021-02-08,6.0,$5.00,$8.86,$4.23,-15.40%,2021-01-29,2020-11-16,2021-05-19,0.04597661248309289,-0.6568848668564041
ANGN,Angion Biomedica,Health Care,2021-02-05,5.0,$16.00,$17.02,$13.56,-15.25%,2021-01-26,2020-11-13,2021-05-16,0.07799088117434665,-0.17391304104206232
BOLT,Bolt Biotherapeutics,Health Care,2021-02-05,11.5,$20.00,$32.15,$24.34,21.70%,2021-01-26,2020-11-13,2021-05-16,0.07799088117434665,-0.41555209879531513
CNEY,CN Energy Group,Industrials,2021-02-05,5.0,$4.00,$5.74,$4.45,11.25%,2021-01-26,2020-11-13,2021-05-16,0.07799088117434665,-0.2665504867560551
EVAX,Evaxion Biotech A/S,Health Care,2021-02-05,3.0,$10.00,$9.89,$7.16,-28.40%,2021-01-26,2020-11-13,2021-05-16,0.07799088117434665,-0.4337715156487921
IMCR,Immunocore Holdings Limited,Health Care,2021-02-05,9.9,$26.00,$43.20,$37.30,43.46%,2021-01-26,2020-11-13,2021-05-16,0.07799088117434665,-0.06736110638934406
LHDX,"Lucira Health, Inc.",Health Care,2021-02-05,9.0,$17.00,$24.98,$6.66,-60.82%,2021-01-26,2020-11-13,2021-05-16,0.07799088117434665,-0.7998398682295421
PHVS,Pharvaris B.V.,Health Care,2021-02-05,8.3,$20.00,$29.00,$23.00,15.00%,2021-01-26,2020-11-13,2021-05-16,0.07799088117434665,-0.26344825481546336
TERN,"Terns Pharmaceuticals, Inc.",Health Care,2021-02-05,7.5,$17.00,$18.39,$16.78,-1.29%,2021-01-26,2020-11-13,2021-05-16,0.07799088117434665,-0.13485587952940864
VOR,Vor Biopharma Inc.,Health Care,2021-02-05,9.8,$18.00,$37.50,$27.25,51.39%,2021-01-26,2020-11-13,2021-05-16,0.07799088117434665,-0.48
ATC,Atotech Limited,Basic Materials,2021-02-04,29.3,$17.00,$19.25,$21.92,28.94%,2021-01-25,2020-11-12,2021-05-15,0.08862182107318083,0.15428567861581777
LABP,"Landos Biopharma, Inc.",Health Care,2021-02-04,6.3,$16.00,$12.00,$10.06,-37.13%,2021-01-25,2020-11-12,2021-05-15,0.08862182107318083,-0.029166698455810547
SANA,"Sana Biotechnology, Inc.",Health Care,2021-02-04,23.5,$25.00,$35.10,$24.10,-3.60%,2021-01-25,2020-11-12,2021-05-15,0.08862182107318083,-0.4301994054288687
SNSE,Sensei Biotherapeutics,Health Care,2021-02-04,7.0,$19.00,$18.90,$12.98,-31.68%,2021-01-25,2020-11-12,2021-05-15,0.08862182107318083,-0.49206346162792913
